instanceId,costs,duration,effective,waiting,offTime
189,3555500.0,2453156,253580,1969176,230400
190,2533758.0,2183102,222068,1961034,0
191,4450410.0,2166087,187591,1978496,0
192,5365491.0,2554911,248112,2076399,230400
193,1344459.0,2029356,101082,1928274,0
194,953807.0,2411944,64142,2117402,230400
195,1703978.0,2446931,146179,2300752,0
196,4088809.0,2492961,212880,2049681,230400
197,1815033.0,2473114,167716,2305398,0
198,2248324.0,2497880,144325,2353555,0
199,1401297.0,2472184,80467,2391717,0
200,1786570.0,2449629,146053,2303576,0
201,2118991.0,2447460,103837,2343623,0
202,2502348.0,2445281,126960,2318321,0
203,3259800.0,2493558,200165,2293393,0
204,2140786.0,2474046,154572,2319474,0
205,1644506.0,2493386,201061,2292325,0
206,4080302.0,2487536,163553,2093583,230400
207,1307057.0,2429633,74162,2125071,230400
208,2119686.0,2460676,113364,2116912,230400
209,1112741.0,2416511,62189,2354322,0
210,791541.0,2376030,48884,2327146,0
211,2910576.0,2704918,226311,2248207,230400
212,3306413.0,2631077,144309,2256368,230400
213,2511826.0,2748421,185880,2332141,230400
214,3076578.0,2692584,143481,2549103,0
215,1582907.0,2618076,180855,2206821,230400
216,2300855.0,2580090,130520,2219170,230400
217,1766026.0,2747619,98623,2648996,0
218,2663804.0,2296887,148367,2148520,0
219,3433343.0,2753847,234228,2519619,0
220,1668156.0,2720922,214944,2505978,0
221,4050150.0,2651410,195385,2456025,0
222,1890940.0,2507857,94240,2413617,0
223,2187956.0,2516864,92186,2424678,0
224,1891710.0,2563249,94621,2468628,0
